,0
6154,20043722
6155,26121488
6156,29147900
6157,30184304
6158,18162161
6159,24347522
6160,21971003
6161,22908196
6162,19514093
6163,16155123
6164,31199163
6165,31512170
6166,24768735
6167,21420980
6168,20653797
6169,27653922
6170,19276614
6171,30037697
6172,10945805
6173,24933728
6174,24323838
6175,8628464
6176,28697279
6177,20447560
6178,21280081
6179,9596006
6180,18279376
6181,30796010
6182,22702335
6183,16361258
6184,24491970
6185,15659429
6186,7995014
6187,23950583
6188,26313334
6189,26321632
6190,19492057
6191,18486522
6192,28805563
6193,28379402
6194,7662887
6195,26905015
6196,30991279
6197,22617635
6198,32535274
6199,9591224
6200,30754730
6201,1913700
6202,23069674
6203,18568448
6204,11009195
6205,16696478
6206,24548101
6207,29466734
6208,8924622
6209,17210629
6210,21292769
6211,22630785
6212,27717833
6213,26845568
6214,26205884
6215,18327668
6216,21971010
6217,16752048
6218,28622577
6219,15878587
6220,27476416
6221,22210979
6222,12695511
6223,18210841
6224,19142195
6225,32062996
6226,24148766
6227,24002418
6228,29050386
6229,18329269
6230,30755590
6231,29891871
6232,31686421
6233,26631732
6234,19242547
6235,32957144
6236,8410065
6237,24108753
6238,8988458
6239,30160458
6240,24491464
6241,15354385
6242,18855661
6243,11295773
6244,16597723
6245,29525604
6246,22213340
6247,14991825
6248,23721786
6249,29069652
6250,20036034
6251,23907408
6252,26137956
6253,16367892
6254,22885599
6255,23388588
6256,23415606
6257,24176624
6258,18922803
6259,29439855
6260,29550369
6261,11422872
6262,16712929
6263,12774208
6264,30988163
6265,25422467
6266,30713215
6267,9634534
6268,1295627
6269,20817535
6270,28770951
6271,22527713
6272,27812756
6273,15935068
6274,32968089
6275,17936857
6276,8615185
6277,12963742
6278,29681024
6279,19484649
6280,10700168
6281,26274610
6282,11793163
6283,23041759
6284,9014460
6285,28962651
6286,22938635
6287,20938049
6288,26683220
6289,7995015
6290,15774434
6291,16034956
6292,9326282
6293,31669882
6294,23079770
6295,30984985
6296,30974418
6297,31250274
6298,12062470
6299,8895840
6300,26751079
6301,19889566
6302,8290096
6303,21449849
6304,30133157
6305,20422492
6306,9562324
6307,21309754
6308,30591018
6309,25169913
6310,29769405
6311,22931754
6312,30315256
6313,2515722
6314,24819480
6315,18546331
6316,32533012
6317,10654303
6318,27534820
6319,24343403
6320,11931849
6321,16227987
6322,21638324
6323,30526176
6324,23691265
6325,20406884
6326,28408450
6327,20884673
6328,18774444
6329,3171977
6330,25034874
6331,15503301
6332,19763772
6333,7710739
6334,10208281
6335,23916477
6336,29169913
6337,31585863
6338,8397719
6339,10636135
6340,29166700
6341,28238669
6342,12836396
6343,7656485
6344,18930114
6345,18188499
6346,17362513
6347,28682929
6348,16455660
6349,17565222
6350,22507762
6351,19185021
6352,26138942
6353,26855076
6354,27421021
6355,19500379
6356,14607841
6357,2515715
6358,25459246
6359,25175964
6360,20064468
6361,12000718
6362,17978026
6363,21317550
6364,15888489
6365,18044703
6366,23770887
6367,18350652
6368,9533201
6369,18778785
6370,15152079
6371,21812497
6372,12531969
6373,20146535
6374,17495756
6375,15052871
6376,18759365
6377,17211632
6378,31022213
6379,19033459
6380,17222866
6381,27716287
6382,20842103
6383,24099403
6384,28057485
6385,3604586
6386,28157107
6387,19224319
6388,20708070
6389,3561771
6390,16714300
6391,26160424
6392,26164633
6393,22771809
6394,18308627
6395,26553754
6396,27926857
6397,30368495
6398,25392203
6399,15947065
6400,8784230
6401,22892161
6402,17586328
6403,30153669
6404,28375739
6405,28520803
6406,27413743
6407,22988864
6408,30269406
6409,25403619
6410,30171910
6411,24035421
6412,20697051
6413,26293004
6414,24262184
6415,10809408
6416,24989681
6417,25403878
6418,16161156
6419,11448296
6420,9470127
6421,12842030
6422,24559661
6423,17052189
6424,24629674
6425,23401377
6426,14767720
6427,19439422
6428,12200198
6429,10965160
6430,8064325
6431,27807026
6432,23857147
6433,22354693
6434,12429599
6435,22294150
6436,29243133
6437,27830568
6438,30238268
6439,29186725
6440,20674816
6441,27701719
6442,2685857
6443,17702535
6444,30297579
6445,31255538
6446,21151574
6447,29107645
6448,31324919
6449,25276829
6450,29855551
6451,15822104
6452,15929554
6453,32320686
6454,32142837
6455,23080074
6456,25716193
6457,15966415
6458,26626018
6459,9698723
6460,14644000
6461,29611404
6462,22544998
6463,28802933
6464,26882551
6465,31336937
6466,2169789
6467,15952880
6468,16085186
6469,22448035
6470,31287913
6471,28408307
6472,2618590
6473,24407915
6474,19377297
6475,17713119
6476,24060625
6477,22087552
6478,8990047
6479,26894626
6480,30077198
6481,14987449
6482,15756044
6483,25833766
6484,15925494
6485,17662968
6486,29111028
6487,1350053
6488,28606139
6489,17034008
6490,12048055
6491,20227461
6492,26960433
6493,22982102
6494,27345367
6495,23010693
6496,23184853
6497,24366308
6498,8413955
6499,1198056
6500,17352347
6501,23938313
6502,22761267
6503,2044308
6504,24305623
6505,31750820
6506,9609994
6507,18482101
6508,17982884
6509,8988463
6510,21708898
6511,15304593
6512,29432286
6513,25955028
6514,24565865
6515,18846462
6516,24300239
6517,31612404
6518,23428208
6519,8479601
6520,25404737
6521,9404535
6522,32315302
6523,27900485
6524,24710997
6525,23251494
6526,19968671
6527,26812976
6528,19879939
6529,25378175
6530,21995845
6531,23380533
6532,23653422
6533,20686228
6534,17171651
6535,20045929
6536,26542636
6537,16547587
6538,18289028
6539,19085345
6540,30314816
6541,23333538
6542,23939304
6543,15699372
6544,28341223
6545,23082161
6546,25589779
6547,17357142
6548,29899409
6549,22053701
6550,25712550
6551,9426865
6552,15505146
6553,19963528
6554,21120708
6555,20230807
6556,18717182
6557,8748632
6558,24041968
6559,27814991
6560,11147513
6561,12946055
6562,20603187
6563,28028942
6564,12070848
6565,19628420
6566,9703621
6567,10229966
6568,22230890
6569,20434937
6570,15809215
6571,9337447
6572,22887838
6573,12952867
6574,9450778
6575,31144295
6576,20965169
6577,26953346
6578,11926966
6579,24796676
6580,26239947
6581,10440304
6582,25296918
6583,29345156
6584,22883477
6585,19218498
6586,10766888
6587,10791092
6588,10591051
6589,19732497
6590,18210790
6591,17324265
6592,18181204
6593,16139213
6594,24899725
6595,18473170
6596,15728291
6597,21865882
6598,22361577
6599,180589
6600,31952986
6601,31669299
6602,17359966
6603,28688199
6604,9126147
6605,18952149
6606,10785817
6607,26415234
6608,27386592
6609,22255420
6610,16642930
6611,23326576
6612,29759929
6613,16407572
6614,12495618
6615,23291452
6616,29315581
6617,19021753
6618,23319194
6619,26097904
6620,19533755
6621,24721425
6622,26135906
6623,22488424
6624,27662363
6625,30241099
6626,25805645
6627,28062370
6628,15325839
6629,29223129
6630,8584677
6631,30386930
6632,22908195
6633,20019146
6634,21978941
6635,29132391
6636,8154868
6637,17329143
6638,31327628
6639,24756517
6640,30733118
6641,18445495
6642,30107620
6643,24990317
6644,12847150
6645,20083340
6646,22300030
6647,26821572
6648,24594627
6649,11240547
6650,27913671
6651,10703007
6652,15446582
6653,24507721
6654,22367474
6655,10209344
6656,15651375
6657,23235384
6658,21645620
6659,26117678
6660,30582522
6661,28861668
6662,20655384
6663,19409963
6664,21224199
6665,23847144
6666,24192137
6667,2611767
6668,8694304
6669,24231739
6670,23877198
6671,14741660
6672,31710146
6673,31744341
6674,22986484
6675,30995872
6676,21212609
6677,10651109
6678,7723949
6679,30200940
6680,19679562
6681,11923429
6682,32385113
6683,31504668
6684,16717255
6685,18974921
6686,26888982
6687,20424582
6688,24225391
6689,11856629
6690,19332061
6691,32321640
6692,20938043
6693,24421238
6694,28768533
6695,15022183
6696,17300997
6697,10449149
6698,25193021
6699,12761633
6700,17194543
6701,28239526
6702,20977789
6703,22610403
6704,21708261
6705,15355491
6706,22640663
6707,17914726
6708,16455792
6709,16227533
6710,21417505
6711,1600360
6712,29052003
6713,23637640
6714,15791003
6715,25837927
6716,19196541
6717,25779963
6718,15965309
6719,11391126
6720,30265211
6721,19088817
6722,9217094
6723,20721915
6724,31880760
6725,16502212
6726,16815875
6727,17950257
6728,28100851
6729,25986741
6730,11912112
6731,27076492
6732,28086916
6733,9008498
6734,23904681
6735,21045119
6736,24385196
6737,24284401
6738,12867501
6739,10511322
6740,19167501
6741,9673975
6742,30009467
6743,8571692
6744,17005202
6745,31228093
6746,30389398
6747,15790998
6748,27030050
6749,6437857
6750,16908747
6751,27126246
6752,30706986
6753,19596372
6754,29606608
6755,20035503
6756,29113464
6757,2215950
6758,27568909
6759,20597030
6760,10778622
6761,19147717
6762,19297401
6763,29733529
6764,29772432
6765,10502992
6766,2597312
6767,28913705
6768,15495118
6769,3492590
6770,15037665
6771,24195216
6772,26453100
6773,6089493
6774,21338583
6775,11520893
6776,12068076
6777,14749723
6778,26630457
6779,17766438
6780,11935271
6781,7753058
6782,25747493
6783,30401469
6784,10737637
6785,18687901
6786,17084972
6787,31994508
6788,17148469
6789,26024004
6790,28580819
6791,24668247
6792,25080285
6793,30824559
6794,28851441
6795,25226871
6796,27206984
6797,25753458
6798,22224629
6799,26836768
6800,21177249
6801,31059012
6802,8390270
6803,24262183
6804,16978147
6805,18790059
6806,22805229
6807,11068448
6808,20221696
6809,28161643
6810,25446002
6811,31779813
6812,12771249
6813,21095464
6814,26900156
6815,21209210
6816,8726541
6817,8544935
6818,25531510
6819,19117366
6820,30813952
6821,11275531
6822,24637120
6823,9222188
6824,18682259
6825,25546160
6826,20538500
6827,27039055
6828,21605615
6829,12039426
6830,10227629
6831,14531126
6832,22693110
6833,23791710
6834,17317305
6835,22410476
6836,11844927
6837,9592786
6838,19291591
6839,2222238
6840,18195004
6841,19822128
6842,15519239
6843,22841586
6844,8099689
6845,31336695
6846,21292315
6847,24252804
6848,21772326
6849,29311685
6850,29345392
6851,19909787
6852,20827607
6853,32949534
6854,18645292
6855,22418735
6856,27196724
6857,31449520
6858,28589937
6859,17998447
6860,25446674
6861,16675649
6862,12110423
6863,21547504
6864,25456120
6865,14985362
6866,16476674
6867,30483752
6868,12855764
6869,24833599
6870,29626647
6871,29908717
6872,24374372
6873,9392574
6874,19966284
6875,28625346
6876,11899548
6877,27716788
6878,26343503
6879,28632098
6880,25868250
6881,30238821
6882,24582596
6883,30794160
6884,8765362
6885,22926193
6886,17291629
6887,30731360
6888,1575457
6889,17200152
6890,24573655
6891,22832867
6892,12736089
6893,18781681
6894,15480846
6895,18364387
6896,16700027
6897,23334712
6898,8806673
6899,28923922
6900,16565515
6901,28383489
6902,22136069
6903,10803800
6904,27585536
6905,27761709
6906,21782285
6907,25555914
6908,24246801
6909,12464341
6910,31477632
6911,30796162
6912,22483312
6913,20925384
6914,12075857
6915,25405990
6916,24059307
6917,26849427
6918,25452235
6919,27294386
6920,18586035
6921,28659614
6922,30216674
6923,21915905
6924,19409223
6925,18359116
6926,16773329
6927,32827969
6928,17563363
6929,30598256
6930,19788048
6931,21337366
6932,16962931
6933,18211709
6934,30928208
6935,26239690
6936,17720313
6937,18226537
6938,30440462
6939,20735469
6940,22577256
6941,25315681
6942,27966490
6943,22634324
6944,26999333
6945,24814853
6946,22227451
6947,3123595
6948,27641647
6949,30879240
6950,24672633
6951,26777085
6952,23861335
6953,22865474
6954,30973744
6955,17563249
6956,26206983
6957,23241358
6958,16860563
6959,19628387
6960,24486957
6961,30329047
6962,16547921
6963,23989342
6964,9591521
6965,27855360
6966,12210873
6967,12815654
6968,29887346
6969,22963882
6970,8723142
6971,22265727
6972,22483308
6973,22077787
6974,29577226
6975,29687347
6976,19396395
6977,22985856
6978,28861768
6979,19267171
6980,29540778
6981,25714663
6982,17623048
6983,1758569
6984,9358192
6985,27871434
6986,17331951
6987,30036569
6988,31828678
6989,21355049
6990,24052110
6991,29274035
6992,19029341
6993,7644124
6994,10536916
6995,27574110
6996,29653909
6997,23593018
6998,10561523
6999,23770917
7000,30783609
7001,11147510
7002,29631008
7003,20385539
7004,19657587
7005,28726051
7006,12763335
7007,15390053
7008,26764027
7009,10976934
7010,29022898
7011,18321758
7012,28273718
7013,30366679
7014,29903014
7015,16328510
7016,27840145
7017,19260256
7018,31686637
7019,21033420
7020,18520980
7021,11009750
7022,16854843
7023,27012465
7024,17994548
7025,8558148
7026,31036430
7027,21739275
7028,15747357
7029,24411708
7030,19362875
7031,16340382
7032,30468693
7033,24390153
7034,21504582
7035,21667279
7036,28445716
7037,12599519
7038,17707678
7039,31359520
7040,25890641
7041,30099245
7042,21701815
7043,11136999
7044,30504066
7045,16218197
7046,29893854
7047,24833602
7048,18836921
7049,18560593
7050,26224857
7051,26399642
7052,12900734
7053,27626775
7054,22927213
7055,27735982
7056,17433296
7057,15946937
7058,18470306
7059,18544747
7060,19880420
7061,24833119
7062,24151868
7063,7501148
7064,11434257
7065,30171904
7066,20813385
7067,26810913
7068,25648938
7069,20437539
7070,24652937
7071,12719539
7072,23925977
7073,9327908
7074,26244281
7075,23580333
7076,23212910
7077,23432663
7078,26743617
7079,12787840
7080,12210852
7081,26463051
7082,26587996
7083,24694231
7084,21945152
7085,18394561
7086,20509103
7087,29530489
7088,31132336
7089,1903438
7090,23326597
7091,29461870
7092,11305875
7093,20461815
7094,8635184
7095,27664323
7096,18678243
7097,32364361
7098,31665684
7099,11692161
7100,26806735
7101,27121974
7102,21295135
7103,14663042
7104,32049438
7105,20108376
7106,23462481
7107,8665546
7108,18331584
7109,12873854
7110,14597321
7111,19224617
7112,17872984
7113,18512170
7114,21207412
7115,31282614
7116,25595674
7117,11361142
7118,30294923
7119,20887874
7120,21552986
7121,12784670
7122,26574516
7123,27667493
7124,28705587
7125,17415800
7126,26649727
7127,12428723
7128,12053603
7129,20726838
7130,24816420
7131,19407449
7132,12914946
7133,21236720
7134,27118487
7135,16403998
7136,31820379
7137,33070082
7138,9280684
7139,11205138
7140,11031081
7141,31420273
7142,15221622
7143,28851515
7144,28867149
7145,22029940
7146,28972959
7147,9014416
7148,25403879
7149,31155683
7150,20464572
7151,27453488
7152,15390042
7153,18987353
7154,8877311
7155,10435501
7156,18346925
7157,15301585
7158,26387182
7159,29147908
7160,24492102
7161,22766139
7162,9217430
7163,21160133
7164,15090075
7165,25035075
7166,8348823
7167,2976788
7168,23714208
7169,8602757
7170,20010851
7171,9280681
7172,23620794
7173,20079141
7174,30957308
7175,21131737
7176,16609851
7177,9918342
7178,10518586
7179,23986421
7180,10407949
7181,28880354
7182,29254117
7183,22035027
7184,8093582
7185,26809317
7186,11575866
7187,30408230
7188,21252228
7189,28993701
7190,12805097
7191,18032652
7192,1832073
7193,10410761
7194,10907731
7195,31450511
7196,29250969
7197,11921126
7198,27813607
7199,16118017
7200,21384429
7201,23054369
7202,25218511
7203,20808786
7204,17868389
7205,18759335
7206,20865164
7207,22238344
7208,12866710
7209,24694499
7210,22078885
7211,10464780
7212,23220907
7213,16000145
7214,22527346
7215,14857518
7216,31731914
7217,1578232
7218,23325357
7219,12671943
7220,21799745
7221,15935064
7222,20297870
7223,28578819
7224,7527888
7225,24214023
7226,22609323
7227,23523962
7228,30826419
7229,24167945
7230,25149217
7231,15663351
7232,14704277
7233,29241707
7234,31389613
7235,15852364
7236,18597745
7237,21939547
7238,30827260
7239,27280685
7240,24749759
7241,7936163
7242,20483372
7243,21558425
7244,23419373
7245,8544717
7246,9121699
7247,17138626
7248,8302308
7249,10072423
7250,20089134
7251,3495746
7252,27911343
7253,15955416
7254,15790536
7255,17911161
7256,29751824
7257,11385264
7258,18592245
7259,32100869
7260,20696317
7261,18517041
7262,12140659
7263,21652707
7264,30475775
7265,31401305
7266,9451720
7267,21138942
7268,26000819
7269,15502874
7270,2122649
7271,17017529
7272,31980683
7273,19487152
7274,26886382
7275,16093228
7276,8625879
7277,30185816
7278,33359019
7279,15464991
7280,20106970
7281,22834832
7282,10821442
7283,30537300
7284,16447759
7285,15500713
7286,22019052
7287,24510904
7288,26502946
7289,22988096
7290,26282903
7291,24631562
7292,28869277
7293,11433638
7294,15729528
7295,20966113
7296,11170218
7297,10809402
7298,24593902
7299,30441058
7300,32249012
7301,30890381
7302,28753652
7303,25345844
7304,11436352
7305,20951207
7306,21637291
7307,28746897
7308,19270634
7309,24687205
7310,17878638
7311,17665987
7312,24386122
7313,24051032
7314,31679990
7315,24266995
7316,22863920
7317,9591523
7318,27481384
7319,3380350
7320,29373637
7321,28927418
7322,16793319
7323,20423725
7324,20527929
7325,27423549
7326,31138137
7327,31301273
7328,8112370
7329,18687347
7330,25874161
7331,11259496
7332,7398195
7333,30981665
7334,20674099
7335,30409560
7336,28251677
7337,16515547
7338,9564608
7339,31877334
7340,11163295
7341,17948613
7342,30837411
7343,29631169
7344,23520075
7345,29508456
7346,12058096
7347,27282160
7348,11810403
7349,17447416
7350,28449889
7351,29756366
7352,27590295
7353,23525905
7354,11244274
7355,24228605
7356,23231391
7357,23844695
7358,24441527
7359,23241025
7360,30702579
7361,23393160
7362,21639795
7363,23548634
7364,26582803
7365,30629163
7366,2029154
7367,18715146
7368,11387711
7369,6734032
7370,29356135
7371,22323779
7372,23037646
7373,25855969
7374,16007239
7375,12044250
7376,14593166
7377,21921840
7378,20862245
7379,26119304
7380,29016861
7381,19680148
7382,29079063
7383,28195358
7384,15761265
7385,23071545
7386,20067021
7387,26951846
7388,32555729
7389,15619459
7390,16019250
7391,9216840
7392,28024573
7393,14697876
7394,20409326
7395,28446034
7396,17442267
7397,15592726
7398,17981502
7399,18945638
7400,18175395
7401,26166730
7402,24363137
7403,18265929
7404,16722463
7405,16573651
7406,28256434
7407,14705122
7408,28917824
7409,22645651
7410,21312283
7411,33052822
7412,27693730
7413,28556983
7414,1773778
7415,8552104
7416,26305376
7417,15651281
7418,7913737
7419,31361120
7420,23994933
7421,30383831
7422,21105395
7423,12112192
7424,19553694
7425,16513606
7426,18936941
7427,12904105
7428,26003955
7429,1425819
7430,30441010
7431,28375643
7432,12824717
7433,24831986
7434,28537214
7435,18790661
7436,16023352
7437,25639262
7438,29539261
7439,31583052
7440,19925850
7441,20381177
7442,29417334
7443,11817268
7444,1909485
7445,9686768
7446,12112087
7447,23176073
7448,30644790
7449,23536331
7450,27394417
7451,29463454
7452,19997776
7453,19006188
7454,33018482
7455,26444077
7456,28093976
7457,22113132
7458,16602113
7459,11926994
7460,23127617
7461,10766891
7462,19166908
7463,22043283
7464,24037540
7465,24928900
7466,20126261
7467,22221882
7468,1623254
7469,17094103
7470,15728840
7471,8543943
7472,8126502
7473,15011953
7474,29536636
7475,20302514
7476,20517484
7477,1958292
7478,24825955
7479,15823482
7480,31951130
7481,9711979
7482,17064552
7483,17900981
7484,21993715
7485,23121068
7486,9570948
7487,30833663
7488,30706305
7489,22892823
7490,27667366
7491,32047033
7492,22057787
7493,23656991
7494,12589575
7495,12584415
7496,8492953
7497,21705259
7498,32613234
7499,26627850
7500,25582874
7501,28438176
7502,46514
7503,18257353
7504,27392856
7505,5112212
7506,26081143
7507,26725544
7508,31694510
7509,30875536
7510,25364880
7511,29931778
7512,27890431
7513,21248778
7514,20338075
7515,17403576
7516,29406900
7517,29842922
7518,19686841
7519,23634791
7520,12938735
7521,11205140
7522,27080424
7523,28888991
7524,24677602
7525,19214605
7526,19479166
7527,22947263
7528,12201229
7529,23453807
7530,17630819
7531,25808895
7532,24912190
7533,12915071
7534,11972798
7535,30978965
7536,22742579
7537,17190944
7538,15782604
7539,25983062
7540,8129519
7541,19618311
7542,23041629
7543,22806825
7544,30267336
7545,31269451
7546,29027056
7547,28434973
7548,14499199
7549,22082889
7550,30763651
7551,18951507
7552,7572038
7553,14965332
7554,29941042
7555,17200869
7556,30718471
7557,12690661
7558,10093587
7559,22396657
7560,12588639
7561,28284752
7562,23849501
7563,8420152
7564,11199811
7565,25922270
7566,21086687
7567,27736935
7568,22577844
7569,23727886
7570,26944171
7571,17914182
7572,28594127
7573,21784538
7574,22402244
7575,29700116
7576,32451337
7577,29198609
7578,17166173
7579,1350074
7580,25499799
7581,17909308
7582,24970746
7583,26343714
7584,24357652
7585,29196699
7586,28467897
7587,2760616
7588,14714215
7589,1909537
7590,16500134
7591,11692079
7592,18068301
7593,23948989
7594,24884466
7595,12873156
7596,27613114
7597,15509619
7598,31647998
7599,27840228
7600,21181426
7601,18042245
7602,17079513
7603,8710071
7604,24280021
7605,26409043
7606,12111469
7607,23867819
7608,24244333
7609,29501959
7610,26410072
7611,28213158
7612,30160213
7613,12211138
7614,21412835
7615,26908168
7616,15033811
7617,23462281
7618,9203084
7619,21694720
7620,26077167
7621,9620056
7622,9706728
7623,26705847
7624,26965687
7625,29166608
7626,2923359
7627,29936662
7628,9818851
7629,30689042
7630,11193165
7631,32201884
7632,9118837
7633,23531835
7634,17726045
7635,10084365
7636,22385680
7637,31088501
7638,19679632
7639,23104400
7640,18035186
7641,26364897
7642,11085598
7643,32451338
7644,28390981
7645,31017021
7646,18003920
7647,7683167
7648,15790595
7649,16337421
7650,28031215
7651,21971006
7652,23220480
7653,30681754
7654,21385841
7655,21533995
7656,8420147
7657,21819487
7658,30238269
7659,26519280
7660,8905800
7661,12875608
7662,18175400
7663,15028270
7664,22941107
7665,20600573
7666,24149440
7667,17596439
7668,19358826
7669,29558946
7670,31698191
7671,16717248
7672,22622642
7673,7857591
7674,11873938
7675,27366949
7676,23660319
7677,15843423
7678,12973933
7679,24912681
7680,15635662
7681,25376463
7682,28494419
7683,24664754
7684,21316148
7685,21095982
7686,10543618
7687,12548347
7688,26604148
7689,32284458
7690,19825160
7691,25465795
7692,24637121
7693,12270650
7694,30770596
7695,31056518
7696,12440154
7697,25711470
7698,31337898
7699,30196418
7700,20049710
7701,2196554
7702,27577098
7703,17853484
7704,27317935
7705,25597950
7706,20164189
7707,28237879
7708,25952542
7709,28629145
7710,25448687
7711,18819991
7712,18399358
7713,31082450
7714,29989488
7715,12079401
7716,27048419
7717,29180793
7718,12153471
7719,17270157
7720,18787878
7721,11137512
7722,25106632
7723,18511044
7724,25297649
7725,19027846
7726,23265352
7727,16353177
7728,18178571
7729,24749760
7730,30106239
7731,8723141
7732,10570620
7733,10895397
7734,22255421
7735,27477636
7736,21856424
7737,17109065
7738,3204397
7739,28527958
7740,25730317
7741,23616242
7742,29219973
7743,31403737
7744,20201821
7745,26388542
7746,24006664
7747,21494699
7748,7695241
7749,19229105
7750,16078956
7751,19861346
7752,24656713
7753,26395080
7754,10983716
7755,29267220
7756,17594337
7757,12808505
7758,22095653
7759,17935510
7760,16840240
7761,26215920
7762,14770282
7763,26601739
7764,18570440
7765,20887867
7766,19029340
7767,17574387
7768,17670978
7769,18382667
7770,1471873
7771,17055324
7772,9173309
7773,24828899
7774,1510387
7775,17709287
7776,20502133
7777,29735655
7778,12761037
7779,16788773
7780,20148410
7781,19290777
7782,10406988
7783,19879020
7784,28458339
7785,20399249
7786,16929381
7787,21738693
7788,27455133
7789,17017531
7790,30827837
7791,29494265
7792,26861200
7793,10599873
7794,20146068
7795,15170083
7796,25968563
7797,29029963
7798,31946997
7799,18957282
7800,10733691
7801,19924288
7802,20639397
7803,15372589
7804,9856485
7805,29887339
7806,27848260
7807,29196058
7808,15591275
7809,22526393
7810,25323761
7811,8673495
7812,9564614
7813,29692195
7814,18399961
7815,20671441
7816,18806903
7817,23093014
7818,24555241
7819,8929994
7820,29272304
7821,14870689
7822,16991140
7823,14598064
7824,18854859
7825,27017469
7826,14502662
7827,14579120
7828,19156451
7829,30344006
7830,25809124
7831,12930822
7832,10584668
7833,9191771
7834,12084439
7835,23318928
7836,2193108
7837,8583507
7838,25645922
7839,12682318
7840,9708539
7841,24820270
7842,22222137
7843,29923028
7844,16472355
7845,19501131
7846,11009181
7847,31279636
7848,1584187
7849,27824727
7850,18975095
7851,9591516
7852,12730996
7853,27592010
7854,30502028
7855,12114481
7856,20939808
7857,11460878
7858,17003722
7859,18278816
7860,12865518
7861,20625164
7862,22438815
7863,26382750
7864,18464276
7865,31504723
7866,26932160
7867,29456190
7868,29331938
7869,22135858
7870,27632381
7871,11205147
7872,27703082
7873,21615408
7874,8420209
7875,16679556
7876,17017535
7877,10701898
7878,22083803
7879,19162522
7880,18267241
7881,28873462
7882,20736035
7883,9159741
7884,30107349
7885,16099471
7886,11332186
7887,22815976
7888,8635183
7889,26215270
7890,12938023
7891,2128498
7892,18669654
7893,15447660
7894,27393345
7895,31344817
7896,22265821
7897,25502462
7898,15078880
7899,14639662
7900,28826195
7901,29961201
7902,10591056
7903,30576008
7904,20817094
7905,22278964
7906,30566298
7907,19348945
7908,28746923
7909,12828940
7910,30324423
7911,26597171
7912,25398233
7913,30195055
7914,33137089
7915,20558144
7916,9014457
7917,23810676
7918,29481916
7919,15850677
7920,25398234
7921,19306499
7922,30645117
7923,29109055
7924,25145627
7925,18052761
7926,23196607
7927,25037286
7928,20501330
7929,18973254
7930,19812213
7931,28064358
7932,19826450
7933,23628367
7934,17158454
7935,32870915
7936,16355307
7937,17557243
7938,20586528
7939,28189762
7940,28554414
7941,23434603
7942,22899187
7943,23920272
7944,23144451
7945,22571429
7946,27460976
7947,24949580
7948,17761553
7949,29050400
7950,21875422
7951,31420309
7952,12059041
7953,9597979
7954,22622968
7955,28148284
7956,25613350
7957,25370934
7958,20043906
7959,22130148
7960,31499060
7961,19228951
7962,19482226
7963,27655136
7964,24842103
7965,28550482
7966,25970799
7967,19951137
7968,11440283
7969,10619191
7970,11290882
7971,18350649
7972,15734674
7973,28705551
7974,21092260
7975,18684073
7976,20195938
7977,27808353
7978,12009758
7979,16443856
7980,12865507
7981,19907417
7982,20202841
7983,18456002
7984,18397366
7985,30067788
7986,26916519
7987,28238650
7988,29620282
7989,8703564
7990,9120429
7991,26101826
7992,16679553
7993,11326308
7994,30135418
7995,6400134
7996,20001906
7997,22974659
7998,20187240
7999,16211589
8000,21147754
8001,16049031
8002,31376345
8003,7566641
8004,31283653
8005,21810464
8006,28506500
8007,29374325
8008,25612572
8009,21615675
8010,2207615
8011,23911879
8012,17680806
8013,20146482
8014,17310027
8015,12545428
8016,15505170
8017,29123128
8018,15709899
8019,10705716
8020,23766857
8021,19589043
8022,30994895
8023,27772736
8024,18574929
8025,15896322
8026,17504267
8027,22349227
8028,32784774
8029,19768815
8030,26498913
8031,20489616
8032,3706734
8033,6695593
8034,29357897
8035,28635937
8036,25820675
8037,19563915
8038,20816270
8039,27737572
8040,23463867
8041,8748607
8042,21437559
8043,15834859
8044,27421545
8045,8558176
8046,30248222
8047,16780053
8048,28108040
8049,9182249
8050,21747966
8051,29869975
8052,1895124
8053,29752303
8054,1358615
8055,28823929
8056,12751918
8057,16227559
8058,18031932
8059,15326242
8060,27245668
8061,9748553
8062,26969111
8063,16154793
8064,29934616
8065,3123604
8066,10830415
8067,30570519
8068,17336337
8069,11069577
8070,31256059
8071,15389992
8072,15843062
8073,9572675
8074,29418019
8075,8738181
8076,18041937
8077,28294055
8078,17960343
8079,9591520
8080,20236308
8081,15717024
8082,17389931
8083,20442495
8084,12882620
8085,27984092
8086,30245141
8087,9016836
8088,29724574
8089,28747135
8090,26831335
8091,31587020
8092,16042550
8093,19374590
8094,31111044
8095,20060408
8096,11154093
8097,7821334
8098,26310572
8099,10051176
8100,12814656
8101,24816002
8102,15306248
8103,12355850
8104,20423304
8105,10680806
8106,21865652
8107,1683024
8108,16296809
8109,24878071
8110,25080080
8111,25649051
8112,28676095
8113,1497499
8114,23630185
8115,20707760
8116,15495119
8117,23765085
8118,23359220
8119,27329039
8120,25634433
8121,19697948
8122,27001148
8123,20802993
8124,14673217
8125,20014055
8126,31504219
8127,29474999
8128,22145021
8129,28842681
8130,26944115
8131,22815142
8132,21538606
8133,12691660
8134,30796974
8135,27619838
8136,16703590
8137,23739004
8138,19558950
8139,16004991
8140,30178175
8141,20399836
8142,17124191
8143,7845400
8144,26992930
8145,18495557
8146,17894650
8147,27334109
8148,23149933
8149,24735649
8150,19475582
8151,22311110
8152,23367033
