,LHON,MELAS,ADOA,Leigh,MERRF,KSS,Alpers,LBSL,PDD,PEO,MS,Parkin,ALS,AD,Epil,Schiz,FA,HSP,WD,N/A
263,,,,,,,,,,,1.0,2.0,,5.0,3.0,1.0,,,,N/A
264,,,,,,,,,,,1.0,2.0,,5.0,3.0,1.0,,,,N/A
265,,,,,,,,,,,1.0,2.0,,5.0,3.0,1.0,,,,N/A
266,,,,,,,,,,,1.0,2.0,,5.0,3.0,1.0,,,,N/A
267,,,,,,,,,,,1.0,2.0,,5.0,3.0,1.0,,,,N/A
268,,,,,,,,,,,1.0,2.0,,5.0,3.0,1.0,,,,N/A
269,,,,,,,,,,,1.0,2.0,,5.0,3.0,1.0,,,,N/A
270,,,,,,,,,,,1.0,2.0,,4.0,3.0,1.0,,,,N/A
271,,,,,,,,,,,1.0,2.0,,4.0,3.0,1.0,,,,N/A
272,,,,,,,,,,,1.0,2.0,,4.0,3.0,1.0,,,,N/A
273,,,,,,,,,,,1.0,2.0,,4.0,3.0,1.0,,,,N/A
274,,,,,,,,,,,1.0,2.0,,4.0,3.0,1.0,,,,N/A
275,,,,,,,,,,,1.0,2.0,,4.0,3.0,1.0,,,,N/A
276,,,,,,,,,,,1.0,2.0,,4.0,3.0,1.0,,,,N/A
277,,,,,,,,,,,1.0,2.0,,4.0,3.0,1.0,,,,N/A
278,,,,,,,,,,,1.0,2.0,,4.0,3.0,1.0,,,,N/A
279,,,,,,,,,,,1.0,2.0,,4.0,3.0,1.0,,,,N/A
280,,,,,,,,,,,1.0,2.0,,4.0,3.0,1.0,,,,N/A
281,,,,,,,,,,,,2.0,,4.0,2.0,1.0,,,,N/A
282,,,,,,,,,,,,2.0,,4.0,2.0,1.0,,,,N/A
283,,,,,,,,,,,,2.0,,4.0,2.0,1.0,,,,N/A
284,,,,,,,,,,,,2.0,,4.0,2.0,1.0,,,,N/A
285,,,,,,,,,,,,2.0,,4.0,2.0,1.0,,,,N/A
286,,,,,,,,,,,,2.0,,4.0,2.0,1.0,,,,N/A
287,,,,,,,,,,,,2.0,,4.0,2.0,1.0,,,,N/A
288,,,,,,,,,,,,2.0,,4.0,2.0,1.0,,,,N/A
289,,,,,,,,,,,,2.0,,3.0,2.0,1.0,,,,N/A
290,,,,,,,,,,,,2.0,,3.0,2.0,1.0,,,,N/A
291,,,,,,,,,,,,2.0,,3.0,2.0,1.0,,,,N/A
292,,,,,,,,,,,,2.0,,3.0,2.0,1.0,,,,N/A
293,,,,,,,,,,,,2.0,,3.0,2.0,1.0,,,,N/A
294,,,,,,,,,,,,2.0,,3.0,2.0,1.0,,,,N/A
295,,,,,,,,,,,,2.0,,3.0,2.0,1.0,,,,N/A
296,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
297,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
298,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
299,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
300,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
301,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
302,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
303,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
304,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
305,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
306,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
307,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
308,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
309,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,,,N/A
310,,,,,,,,,,,,1.0,,2.0,2.0,1.0,,,,N/A
311,,,,,,,,,,,,1.0,,2.0,2.0,1.0,,,,N/A
312,,,,,,,,,,,,1.0,,2.0,2.0,1.0,,,,N/A
313,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
314,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
315,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
316,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
317,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
318,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
319,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
320,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
321,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
322,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
323,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
324,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
325,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
326,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,N/A
327,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
328,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
329,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
330,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
331,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
332,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
333,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
334,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
335,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
336,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
337,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
338,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
339,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
340,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
341,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
342,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
343,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
344,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
345,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
346,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
347,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
348,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
349,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
350,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
351,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
352,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
353,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
354,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
355,,,,,,,,,,,,1.0,,2.0,1.0,,,,,N/A
356,,,,,,,,,,,,1.0,,1.0,1.0,,,,,N/A
357,,,,,,,,,,,,1.0,,1.0,1.0,,,,,N/A
358,,,,,,,,,,,,1.0,,1.0,1.0,,,,,N/A
359,,,,,,,,,,,,1.0,,1.0,1.0,,,,,N/A
360,,,,,,,,,,,,1.0,,1.0,1.0,,,,,N/A
361,,,,,,,,,,,,1.0,,1.0,1.0,,,,,N/A
362,,,,,,,,,,,,1.0,,1.0,1.0,,,,,N/A
363,,,,,,,,,,,,1.0,,1.0,1.0,,,,,N/A
364,,,,,,,,,,,,,,1.0,1.0,,,,,N/A
365,,,,,,,,,,,,,,1.0,1.0,,,,,N/A
366,,,,,,,,,,,,,,1.0,1.0,,,,,N/A
367,,,,,,,,,,,,,,1.0,1.0,,,,,N/A
368,,,,,,,,,,,,,,1.0,1.0,,,,,N/A
369,,,,,,,,,,,,,,1.0,1.0,,,,,N/A
370,,,,,,,,,,,,,,1.0,1.0,,,,,N/A
371,,,,,,,,,,,,,,1.0,,,,,,N/A
372,,,,,,,,,,,,,,1.0,,,,,,N/A
373,,,,,,,,,,,,,,1.0,,,,,,N/A
374,,,,,,,,,,,,,,1.0,,,,,,N/A
375,,,,,,,,,,,,,,1.0,,,,,,N/A
376,,,,,,,,,,,,,,1.0,,,,,,N/A
377,,,,,,,,,,,,,,1.0,,,,,,N/A
378,,,,,,,,,,,,,,1.0,,,,,,N/A
379,,,,,,,,,,,,,,1.0,,,,,,N/A
380,,,,,,,,,,,,,,1.0,,,,,,N/A
381,,,,,,,,,,,,,,1.0,,,,,,N/A
382,,,,,,,,,,,,,,1.0,,,,,,N/A
383,,,,,,,,,,,,,,1.0,,,,,,N/A
384,,,,,,,,,,,,,,1.0,,,,,,N/A
385,,,,,,,,,,,,,,1.0,,,,,,N/A
386,,,,,,,,,,,,,,1.0,,,,,,N/A
387,,,,,,,,,,,,,,1.0,,,,,,N/A
388,,,,,,,,,,,,,,1.0,,,,,,N/A
389,,,,,,,,,,,,,,1.0,,,,,,N/A
390,,,,,,,,,,,,,,1.0,,,,,,N/A
391,,,,,,,,,,,,,,1.0,,,,,,N/A
392,,,,,,,,,,,,,,1.0,,,,,,N/A
393,,,,,,,,,,,,,,1.0,,,,,,N/A
394,,,,,,,,,,,,,,1.0,,,,,,N/A
395,,,,,,,,,,,,,,1.0,,,,,,N/A
396,,,,,,,,,,,,,,1.0,,,,,,N/A
397,,,,,,,,,,,,,,1.0,,,,,,N/A
398,,,,,,,,,,,,,,1.0,,,,,,N/A
399,,,,,,,,,,,,,,1.0,,,,,,N/A
400,,,,,,,,,,,,,,1.0,,,,,,N/A
401,,,,,,,,,,,,,,1.0,,,,,,N/A
402,,,,,,,,,,,,,,1.0,,,,,,N/A
403,,,,,,,,,,,,,,1.0,,,,,,N/A
404,,,,,,,,,,,,,,1.0,,,,,,N/A
405,,,,,,,,,,,,,,1.0,,,,,,N/A
406,,,,,,,,,,,,,,1.0,,,,,,N/A
407,,,,,,,,,,,,,,1.0,,,,,,N/A
408,,,,,,,,,,,,,,1.0,,,,,,N/A
409,,,,,,,,,,,,,,1.0,,,,,,N/A
410,,,,,,,,,,,,,,1.0,,,,,,N/A
411,,,,,,,,,,,,,,1.0,,,,,,N/A
412,,,,,,,,,,,,,,1.0,,,,,,N/A
413,,,,,,,,,,,,,,1.0,,,,,,N/A
414,,,,,,,,,,,,,,1.0,,,,,,N/A
415,,,,,,,,,,,,,,1.0,,,,,,N/A
416,,,,,,,,,,,,,,1.0,,,,,,N/A
417,,,,,,,,,,,,,,1.0,,,,,,N/A
418,,,,,,,,,,,,,,1.0,,,,,,N/A
419,,,,,,,,,,,,,,1.0,,,,,,N/A
420,,,,,,,,,,,,,,1.0,,,,,,N/A
421,,,,,,,,,,,,,,1.0,,,,,,N/A
422,,,,,,,,,,,,,,1.0,,,,,,N/A
423,,,,,,,,,,,,,,1.0,,,,,,N/A
424,,,,,,,,,,,,,,1.0,,,,,,N/A
425,,,,,,,,,,,,,,1.0,,,,,,N/A
426,,,,,,,,,,,,,,1.0,,,,,,N/A
427,,,,,,,,,,,,,,1.0,,,,,,N/A
428,,,,,,,,,,,,,,1.0,,,,,,N/A
429,,,,,,,,,,,,,,1.0,,,,,,N/A
430,,,,,,,,,,,,,,1.0,,,,,,N/A
431,,,,,,,,,,,,,,1.0,,,,,,N/A
432,,,,,,,,,,,,,,1.0,,,,,,N/A
