,LHON,MELAS,ADOA,Leigh,MERRF,KSS,Alpers,LBSL,PDD,PEO,MS,Parkin,ALS,AD,Epil,Schiz,FA,HSP,WD
1,0.06712766527502739,0.0482355790115818,0.28007979376680475,0.09730611310604707,0.08695752076483099,0.07936910655011582,0.22791402904845065,0.12771303270672438,0.23666484827679046,0.18125207235709614,0.12132696864948728,0.2534330127609896,0.20466915232599975,0.11023623041287496,0.1735408657498393,0.18274766326237715,0.3077483238587835,0.18817447477241905,0.05290397364105949
2,0.05042563284581299,0.03808140011352598,0.04781144900716545,0.08715552095934764,0.08667035331275648,0.06883500163240526,0.13185017830437964,0.06577417972028725,0.14618324150671874,0.1809113073680167,0.09084148070332236,0.17924540024739266,0.1544852317730073,0.08789833584955171,0.0932356331448813,0.10660798424481896,0.04196070077693004,0.1037820307163382,0.047868954987164695
3,0.04635719643484413,0.03604863370318191,0.03136297081875987,0.08408591380754321,0.045544333766177884,0.06300801627908655,0.09829060494740216,0.03796801122536228,0.13358484384675415,0.08338926957461792,0.0772883603768067,0.17378245486943486,0.04413889361446697,0.08694249095610389,0.08982765012389013,0.09514443270591012,0.04168906925604887,0.07005040279806382,0.0449202044048413
4,0.038992495987565504,0.03305430386628063,0.02729950206420941,0.08258913215941699,0.04128485910815576,0.06170604159315759,0.0730936817223617,0.03444269332597435,0.03949685366296533,0.04517276131933765,0.0714020989297791,0.13614163216200806,0.03498881622170043,0.08161499313226142,0.08532246158797202,0.09312304449017207,0.04153210317924156,0.051541402867386864,0.03860705844410674
5,0.028219069336817323,0.03237128177740421,0.019381370420871645,0.07876225309773363,0.04096274319700394,0.06060763561226349,0.043088955790181085,0.02194393214319221,0.036889902811420495,0.04367447609213975,0.05933015063071673,0.13010022185533815,0.03432147555633477,0.08106058997891395,0.06967016859488112,0.08971916760858342,0.0216395475311564,0.03455589560605638,0.038551662165151934
6,0.02683127294264022,0.031795052795679166,0.018947024062353168,0.06148588723812212,0.04043176382528135,0.04227533264135095,0.022558767269229275,0.02129238229329608,0.029048558864866077,0.04256332556120072,0.05650419097091485,0.11766321330137085,0.03402729735965597,0.08080226999082579,0.06851684298104907,0.05860476556084498,0.019809655322727854,0.03403050254617333,0.026449997817576558
7,0.02651199723846655,0.0277626903154614,0.01622612589170239,0.05855454047029661,0.01950535335730367,0.04049977344453205,0.02061494759417371,0.018518243928344686,0.025526570668725976,0.04174193308890736,0.053949088480156636,0.057055275263724385,0.02989027001360757,0.07859334589806634,0.06355607790357397,0.05346500922629209,0.01975142618507853,0.023202742226050472,0.026073124380799197
8,0.025362764907646745,0.027530218796713458,0.01587189745781954,0.038637667393398994,0.017333748989384192,0.04036602748849088,0.016240815614467538,0.01845926719324236,0.02305624083842054,0.04168381251346127,0.050186239527804793,0.05502178089146525,0.029669382336834832,0.0753395136695463,0.06261218135772871,0.053053070976467685,0.019648369965494742,0.02083042930872579,0.025368683398833358
9,0.02370798033397789,0.02482504721150767,0.01419034136080035,0.035693854376404675,0.014532418341263212,0.02574975276307324,0.013003930728980758,0.01731685291672257,0.020139039173993883,0.02790701953688111,0.044409980916667535,0.050431429749419325,0.025928504611446915,0.07476401589601862,0.059581170386092286,0.051982092977736254,0.019592537483800968,0.020562156848963297,0.02486763822508188
10,0.02242251711935241,0.023446759417306683,0.01265921093618405,0.032864355409156866,0.0144476316059395,0.025682063049492616,0.012372332542384687,0.016814207821040025,0.02009930432435244,0.024426474096095174,0.04176397847367316,0.04693644672382654,0.02521681057587633,0.07152249336684914,0.053450138248070114,0.05190807390009145,0.01838825521672486,0.020543209655635258,0.023743537165606145
