doc_id	label_id
28753212	3
30659264	3
11288709	3
3218509	3
21971050	3
20332385	3
23918514	3
30950016	3
29715184	3
19364667	3
15525270	3
11409433	3
16601896	3
22488715	3
17518546	3
24028823	3
24341803	3
30473481	3
2537772	3
17604671	3
16566017	3
16217706	3
19625251	3
15159508	3
29481804	3
25771764	3
25629267	3
10838110	3
21907147	3
17162199	3
30140060	3
20624914	3
24316278	3
19269308	3
10805329	3
14764913	3
24299452	3
29601977	3
8392291	3
10937860	3
25384404	3
20200222	3
31276579	3
10556303	3
26182505	3
21749722	3
30995105	3
19341700	3
27080638	3
8755643	3
22422207	3
8194561	3
16023078	3
24262866	3
11317352	3
16773507	3
17275378	3
17568559	3
26026795	3
16402916	3
20453710	3
22336309	3
2587127	3
20436434	3
19924563	3
11044474	3
11509016	3
9837812	3
2829705	3
26016410	3
28752220	3
2985393	3
19036942	3
25687896	3
27186703	3
28575497	3
16765830	3
25009317	3
21266382	3
12169463	3
1327164	3
24462369	3
9063742	3
15576045	3
28711503	3
27400804	3
29116603	3
21931170	3
25620325	3
32677908	3
14557577	3
3379446	3
26804654	3
31341105	3
22326555	3
28857146	3
24374964	3
11165261	3
15975579	3
9568266	3
25051967	3
1324178	3
16527507	3
22465034	3
25351680	3
10230482	3
30906981	3
29506883	3
24397103	3
11004438	3
26565911	3
18807927	3
21696386	3
30743023	3
29929013	3
31290619	3
17323145	3
27390132	3
10746566	3
25393721	3
21150889	3
15269007	3
24461907	3
19433277	3
22273117	3
11782998	3
1848464	3
32130224	3
23631824	3
32203162	3
28371264	3
18461509	3
12013909	3
12372991	3
15885549	3
11673586	3
1519928	3
23878239	3
18778816	3
29429571	3
29933018	3
19875463	3
18306244	3
3095672	3
26163321	3
29917077	3
24063851	3
1655984	3
18583168	3
22019594	3
27756633	3
29070651	3
12812953	3
19454486	3
26824698	3
12943968	3
10647889	3
29512743	3
14729820	3
10443880	3
24284231	3
11278850	3
23290025	3
6434859	3
7834040	3
25037205	3
28122886	3
25111564	3
29518248	3
25771765	3
3776463	3
27986404	3
3027293	3
27345786	3
14970746	3
21712670	3
16225813	3
11349233	3
9029077	3
31454184	3
2833295	3
17352390	3
18176892	3
28367954	3
2828763	3
29531337	3
30098844	3
14607829	3
19682572	3
19526370	3
10622737	3
17336115	3
27155576	4
8440289	4
28630220	4
21303704	4
15708440	4
8388680	4
29407793	4
20411357	4
19278689	4
17293137	4
18657354	4
10566210	4
11297946	4
15184630	4
24476000	4
8228033	4
7603511	4
9533783	4
10716764	4
27680221	4
11398016	4
12233056	4
24792523	4
22001850	4
26679672	4
26995359	4
14694057	4
22037425	4
23635963	4
17544574	4
9825742	4
29645070	4
29449072	4
17275787	4
12471464	4
9932960	4
10477264	4
10441332	4
23006856	4
20976001	4
9771659	4
9052804	4
8186718	4
25337734	4
32061767	4
19269823	4
11448301	5
1950835	5
12094144	5
23947115	5
27647878	5
10961796	5
1818542	5
20671283	5
9029638	5
8809113	5
3705687	5
12522683	5
9404143	5
9521479	5
10683696	5
9701704	5
7781238	5
22491194	5
1648309	5
30642644	5
16382326	5
1962052	5
2514965	5
1894466	5
25352051	5
29534959	5
17419832	5
21533826	5
9677732	5
11579332	5
28807341	5
7741818	5
15561107	5
2161456	5
1851820	5
1324295	5
2541333	5
29912984	5
22027147	5
23631826	5
2711184	5
22531495	5
2556504	5
8977763	5
8411717	5
11715003	5
16735000	5
2602151	5
15163090	5
9832255	5
27748354	5
2932655	5
27086477	5
23087375	5
21378381	5
7515689	5
2556715	5
3395968	5
28004807	5
3037990	5
12673655	5
12393131	5
24760192	5
25539952	5
29224958	5
14608542	5
9361028	5
1312676	5
23421922	5
9858014	5
1665507	5
2743782	5
27270536	5
16733514	5
25350944	5
7605803	5
21656172	5
25299315	5
27174339	5
23853091	5
7539213	6
21824913	6
18783964	6
7224915	6
29428181	6
9747038	6
14206462	6
9819704	6
7539211	6
3941763	6
2141053	6
3233856	6
11498428	6
3127785	6
2750483	6
6284511	6
8659540	6
7683951	6
2426710	6
15689359	6
1654965	6
3311181	6
2983146	6
1708672	6
15328560	6
7573159	6
25051427	6
4087029	6
15122711	6
9567398	6
1676565	6
6538003	6
7684886	6
4212914	6
6539445	6
18195149	6
2586779	6
7533932	6
2440378	6
25605636	6
3420352	6
8188239	6
3591825	6
30139652	6
3081689	6
2879480	6
30021052	6
3776884	6
1707231	6
12612282	6
1723945	6
6517426	6
23812202	6
2468818	6
3476777	6
9008538	6
3174658	6
6864396	6
24398692	6
6243840	6
8272126	6
3469675	6
7488049	6
2998664	6
8786077	6
2578357	6
7172439	6
21451360	6
8909455	6
30103161	6
20434700	6
16896309	6
20142534	6
15562445	6
9268109	6
6588384	6
2315642	6
6267207	6
3037987	6
6686915	6
20680636	6
7574457	6
17426723	6
6847442	6
6493501	6
21357833	6
3951702	6
3964959	6
7202134	6
1376966	6
3494828	6
3703284	6
6387532	6
2559009	6
6684256	6
18500570	6
25607332	6
2680206	6
25475150	6
7539212	6
17109792	6
4093772	6
628743	6
10417279	6
21704543	6
6517427	6
8324966	6
16291903	6
18487244	6
2516693	6
9634530	6
2894755	6
21038416	6
3430177	6
15913923	6
3827224	6
2682348	6
17923349	6
17707174	6
6527732	6
3746948	6
899728	6
7679906	6
21305355	6
2479017	6
18991199	6
7444053	6
3366206	6
3279980	6
6729621	6
3843624	6
9633722	6
21235791	6
20691285	6
2408988	6
2705786	6
2480601	6
1689088	6
9472043	6
16957900	6
3658367	6
16545482	6
7436359	6
2401429	6
10493736	6
4050328	6
17549060	6
2117919	6
9672418	6
2309698	6
10210128	6
22537151	6
3948452	6
6295256	6
3819771	6
6517102	6
2623662	6
22114215	6
9056547	6
1180638	6
12721699	6
28419689	6
1380672	6
6520122	6
7915877	6
3579671	6
6690495	6
1715570	6
19054397	6
16177225	6
8696336	6
7172473	6
6652994	6
22237560	6
6248004	6
8012387	6
28506336	6
27027826	6
31241862	6
31407690	6
615502	6
2796927	6
21891941	6
7468762	6
6189972	6
6875541	6
2773936	6
18546365	6
19501198	6
1384324	6
2538146	6
2897431	6
7684945	6
31707217	6
22980518	6
11156771	6
6097565	6
1284628	6
33138795	6
2683204	6
2444499	6
16130100	6
3386829	6
3681326	6
2454299	6
2161209	6
89945	6
4022363	6
22000311	6
19766516	6
2578374	6
6524872	6
61263	6
22641302	6
6728562	6
10474505	6
3552451	6
4056832	6
1720927	6
15514902	6
22006280	6
1968793	6
2360475	6
14742939	6
30423451	6
7461509	6
7530633	6
26735972	6
7509234	6
20708716	6
6531070	6
22833457	6
7910887	6
1376553	6
7320297	6
3757269	6
3140473	6
1711121	6
3561956	6
10401787	6
3029738	6
6874949	6
9305348	6
7541731	6
575890	6
6198480	6
3587618	6
3948997	6
7287005	6
19478085	6
15929042	6
15888483	6
28865037	6
7462018	6
6299222	6
3293554	6
3652454	6
20803213	6
19010300	6
16181814	6
10319885	6
19955343	7
24478108	7
25144894	7
30980503	7
2302219	7
2539117	7
191016	7
3345458	7
12203137	7
27079147	7
17616409	7
15452666	7
18693274	7
6212904	7
159821	7
10454754	7
7847447	7
806052	7
43201	7
23802616	7
27993207	7
9500813	7
30292746	7
30632081	7
18166768	7
25896249	7
26462614	7
6248817	7
7908679	7
21459776	7
1689485	7
26831127	7
19267410	7
29122497	7
697324	7
28973395	7
6102873	7
9286459	7
31673819	8
20002125	8
25601413	8
20835892	8
15473177	8
21846590	8
24462778	8
8598634	8
1551669	8
3137520	8
21895644	8
20022530	8
7937579	8
8337946	8
2517464	8
17152059	8
3021012	8
11781147	8
3034892	8
18197404	8
16552546	8
3139934	8
20685142	8
18504677	8
16049940	8
28918066	8
9818854	8
11102541	8
8068153	8
20002461	8
7782940	8
2104971	8
20462777	8
1331606	8
21723463	8
10486093	8
7628391	8
1327797	8
15384102	8
3932899	8
6775276	8
18709504	8
2544213	8
20652410	8
23572181	8
7692352	8
28657129	8
8962591	8
30304514	8
11068872	8
25582476	8
12917150	8
1907799	8
25526709	8
23840713	8
9409363	8
16981164	8
21914562	8
11241048	8
26008863	8
12597053	8
10540877	8
18206410	8
21470495	8
19588132	8
6094912	8
30787166	8
6423397	8
10679936	8
18647626	8
413089	8
8983728	8
15138885	8
1601011	8
30830487	8
16256390	8
3116495	8
17342409	8
9141261	8
10449128	8
184426	8
6811963	8
1293379	8
8884569	8
17043409	8
29445841	8
16843025	8
26865159	8
6262377	8
18164639	8
7545958	8
10375397	8
16904023	8
19639391	8
28202214	8
7887409	8
11673873	8
1528021	8
2846049	8
2189731	8
19517265	8
22766002	8
2515391	8
8352855	8
8504306	8
15550478	8
9501264	8
15712224	8
824610	8
14635113	8
18273899	8
3160100	8
9671272	8
20691944	8
22884585	8
16713755	8
2502681	8
7573035	8
8097254	8
22896851	8
16725381	8
12762482	8
17923481	8
11044909	8
2839811	8
22079328	8
15569252	8
1909401	8
26287337	8
12070266	8
32472546	8
23920046	8
24914713	8
9467010	8
1297818	8
9530092	8
10767328	8
6434848	8
16765624	8
3140238	8
18398624	8
2122529	8
30098254	8
12633610	8
8032855	8
2737678	8
17384007	8
8193600	8
8664900	8
6280937	8
10448086	8
8771169	8
28323243	8
27343776	8
2378353	8
23446635	9
9296156	9
11431686	9
18630533	9
19687137	9
18603265	9
12835509	9
25420100	9
23673011	9
17272269	9
25143630	9
29228135	9
25820230	9
14680979	9
10590409	9
11431681	9
24061067	9
18546343	9
8607814	9
12073596	9
16401742	9
10926541	9
9711119	9
8217398	9
8381519	9
19664747	9
12112115	9
19428252	9
20149659	9
16715201	9
8559166	9
29310369	9
11245066	9
16760117	9
25034047	9
18396044	9
1300188	9
20479361	9
15258213	9
21649612	9
20810132	9
19477272	9
20884012	9
19285865	9
18575922	9
24930659	9
19705478	9
26050231	9
16644408	9
15795893	9
16940310	9
16619054	9
31263856	9
20513108	9
17614276	9
22155748	9
17614277	9
16203679	9
15564038	9
19853444	9
19513767	9
22987704	9
31912126	9
28690391	9
8358124	9
21228000	9
14745080	9
9248343	9
25833713	9
23865558	9
28430993	9
21301859	9
19353676	9
12094562	9
22166510	9
12013885	9
8411714	9
8609926	9
11756613	9
19578034	9
17331810	9
27072953	9
24727571	9
22743145	9
29892051	9
21951382	9
12565911	9
16682683	9
10904941	9
11897778	9
15351195	9
30936349	9
20082143	9
23719791	9
15181170	9
24086434	9
17420318	9
7496174	9
20164463	9
21937588	9
31843010	9
21689831	9
7976825	9
15016764	9
16685652	9
12872260	9
18384291	9
18279890	9
14603013	9
12707443	9
19566497	9
15668446	9
15477547	9
29290614	9
11213524	9
16368709	9
16303948	9
15349879	9
26094573	9
23387428	9
22778364	9
21515672	9
25674260	9
15258572	9
12210391	9
24014582	9
14557557	9
20813205	9
24943079	9
10869362	9
11404121	9
8286317	9
15647764	9
21277779	9
12163192	9
25518262	9
24076137	9
11297739	9
7558770	9
8734141	9
26689116	9
26838077	9
21819490	9
29228108	9
17620490	9
8957011	9
22728862	9
25139213	9
28695364	9
8333869	9
18989381	9
15126171	9
15702133	9
8606699	9
18971204	9
12351217	9
8923013	9
9932958	9
25281868	9
17725985	9
30340744	9
21646632	9
8622724	9
8941270	9
22377773	9
18502641	9
19084593	9
20880070	9
15792871	9
21996270	10
21632210	10
32669520	10
3221955	10
14607300	10
16964602	10
12727447	10
1392429	10
28392360	10
24640729	10
2932538	10
26209807	10
15699507	10
22484407	10
12821527	10
18286391	10
29879144	10
24901013	10
23202962	10
11714103	10
9225688	10
15351379	10
17607181	10
19997594	10
9649222	10
21868486	10
31185137	10
21613332	10
32383812	10
21456524	10
29150289	10
28375164	10
11391709	10
12076997	10
25092805	10
9390973	10
19617918	10
7504688	10
14698861	10
12814171	10
27919481	10
5583255	10
10716447	10
10861799	10
12067310	10
23473799	10
31661467	10
24598064	10
26390149	10
11793393	10
8857564	10
28683072	10
7524468	10
31047767	10
1558090	10
2419505	10
22974055	10
22848563	10
27338176	10
24366868	10
28756504	10
1372398	10
25988565	10
1251680	10
23069673	10
16886667	10
9655126	10
25616360	10
21886806	10
32718720	10
20370893	10
17263004	10
10773850	10
32835901	10
24075078	10
21507122	10
7561965	10
3913869	10
8150353	10
22480437	10
30649665	10
31100354	10
316447	10
27179571	10
32531754	10
9120012	10
29761737	10
24930034	10
9181352	10
18429023	10
20648053	10
10900349	10
25542806	10
22507752	10
24121085	10
29780394	10
7150961	10
12020966	10
22316121	10
29414925	10
8984675	10
28617321	10
9083927	10
11357956	10
17373929	10
9619641	10
21054197	10
18930811	10
25704137	10
21042807	10
32711296	10
1710567	10
32027536	10
28300678	10
32790973	10
12926842	10
14583396	10
21387814	10
27381476	10
11108949	10
24698515	10
32544863	10
19776093	10
25734590	10
30289974	10
25894046	10
3500236	10
23633384	10
26683421	10
9112685	10
15957506	10
24793898	10
31725411	10
23975865	10
27705922	10
25960358	10
28427690	10
17057564	10
23767916	10
55489	10
20512584	10
23034952	10
15003779	10
27501293	10
11164911	10
32329046	10
15616965	10
26589195	10
21111488	10
15756051	10
1760210	10
30372424	10
7488132	10
27924938	10
10686594	10
10500271	10
26377633	10
21816760	10
21791428	10
18342137	10
15372502	10
25537576	10
22350443	10
11603629	10
29535371	10
7936297	10
27572854	10
3087829	10
9628469	10
19949160	10
2438631	10
8598395	10
16329058	10
8256552	10
25305223	10
7025748	10
20633421	10
18465663	10
16150497	10
7537278	10
19104151	10
26150166	10
25918935	10
25738911	10
25019581	10
27903933	10
29992409	10
886365	10
28108255	10
23269203	10
13707855	10
32762494	10
28086065	10
29762081	10
23541930	10
12020973	10
1891986	10
20461397	10
3632376	10
25303286	10
7689593	10
9704165	10
22196421	10
16254700	10
25034768	10
29861258	10
28107525	10
24308945	10
26363365	10
22379256	10
31779094	10
29523925	10
10980305	10
30870736	10
2411841	10
31439008	10
11783402	10
2880934	10
23212404	10
29716612	10
22642738	10
21136279	10
7526776	10
24588223	10
17578859	10
10359806	10
14736424	10
1702664	10
19589606	10
31022066	10
31932428	10
543388	10
28960496	10
30035132	10
1362438	10
29529529	10
30412738	10
17600124	10
32089782	10
21068410	10
28887146	10
16406307	10
30661382	10
3546605	10
28844067	10
30091657	10
26782821	10
22047987	10
27725112	10
14996551	10
27620726	10
20637509	10
7119108	10
26418222	10
26564667	10
18378324	10
17681985	10
29449193	10
8965119	10
52630	10
25062073	10
28206826	10
2746294	10
10217690	10
22717772	10
8072429	10
30206820	10
18726192	10
26690779	10
30211230	10
27135831	10
9780223	10
21628452	10
21052934	10
12048314	10
22995526	10
28050933	10
18803300	10
8019047	10
2283525	10
25660362	10
20868627	10
12225906	10
11378907	10
20816462	10
21530210	10
26506927	10
29132538	10
18219823	10
6194179	10
23638842	10
27183579	10
17030771	10
28152396	10
32916509	10
28793295	10
26201854	10
17548449	10
14759627	10
21372112	10
12445919	10
22840414	10
26421829	10
21177324	10
26771518	10
17086898	10
20163740	10
31376237	10
17573238	10
15706547	10
9736029	10
27061227	10
21866867	10
23850076	10
11585623	10
12576232	10
10680783	10
15050683	10
20736230	10
23061813	10
29110148	10
23897428	10
23840333	10
25716880	10
6724105	10
25238639	10
1274308	10
32218697	10
17715340	10
24690227	10
29875313	10
8243517	10
14279927	10
29360844	10
22705226	10
15549353	10
23089549	10
15627595	10
17160953	10
12474984	10
23907437	10
32303837	10
23160276	10
23836875	10
133588	10
23749293	10
6312248	10
7509366	10
17718699	10
415750	10
28926157	10
16678208	10
17482929	10
21272945	10
25376135	10
21876301	10
24989845	10
10680782	10
12044990	10
27557625	10
9151902	10
29618273	10
21709156	10
11506399	10
2931357	10
26732588	10
15787824	10
15755681	10
33208611	10
27737733	10
12225903	10
8382894	10
23886824	10
26665429	10
31476445	10
31345363	10
31731041	10
21658727	10
31034363	10
19558503	10
23518709	10
28401686	10
18684472	10
22897503	10
16571384	10
23101271	10
28134233	10
19825276	10
4013726	10
16174651	10
11334482	10
3776606	10
24770974	10
9155210	10
14734607	10
15792819	10
7477066	10
16303141	10
16564429	10
17617406	10
19687024	10
24711650	10
27829351	10
26658811	10
14751777	10
17034344	10
15615176	10
11794474	10
1971360	10
12965264	10
25903661	10
31487715	10
15748959	10
27624686	10
12929289	10
26672995	10
21131059	10
27627913	10
27733550	10
9438209	10
28499934	10
28941240	10
28939293	10
19695880	10
24718267	10
19758177	10
16184340	10
22047130	10
14759636	10
10541588	10
24997489	10
31522431	10
9366420	10
16784415	10
21965421	10
11176941	10
19513637	10
21113195	10
32492189	10
11772317	10
29656272	10
26950691	10
7509847	10
24269090	10
10378546	10
22000399	10
27686563	10
11046067	10
3374225	10
24486244	10
15124763	10
12507784	10
14575909	10
18501892	10
30657878	10
29314605	10
11696431	10
31243520	10
7050248	10
29143164	10
22385507	10
20944657	10
23867064	10
29523171	10
26540116	10
15693804	10
1898255	10
16754576	10
28218775	10
21975773	10
28139607	10
21649880	10
26679998	10
8610978	10
1690751	10
14657213	10
7688686	10
15051939	10
32938787	10
11511721	10
31284389	10
23613736	10
24215402	10
30616596	10
6315883	10
23599395	10
22112394	10
21545713	10
26154149	10
31385358	10
27406878	10
24412911	10
30261457	10
22524708	10
10612095	10
7507500	10
27237766	10
16698091	10
15163393	10
30837313	10
26809249	10
9576757	10
23897640	10
24256874	10
17046070	10
7102265	10
32457139	10
15756942	10
31048186	10
15929512	10
26565077	10
2811298	10
25305254	10
24906818	10
16670771	10
28729168	10
28917625	10
25819634	10
21723567	10
22516854	10
22676575	10
12578854	10
25787052	10
26444423	10
27434641	10
27049563	10
9700711	10
27846233	10
28474276	10
9726796	10
23352968	10
17432215	10
19882368	10
24399189	10
20463963	10
18682780	10
21544565	10
5838476	10
25892669	10
20136355	10
23283435	10
26003229	10
14816301	10
2261647	10
12093891	10
21242742	10
30063300	10
16716826	10
30528148	10
9266414	10
14634265	10
16682671	10
10900333	10
23848523	10
19419774	10
30351224	10
23710456	10
32869183	10
27465615	10
23761047	10
2614463	10
21196739	10
3010153	10
3838972	10
31641965	10
7528354	10
19025654	10
24465465	10
31729968	10
10800258	10
14513163	10
7533188	10
29212866	10
23256518	10
20112030	10
10229113	10
11777555	10
26579696	10
32464584	10
15576480	10
11730945	10
15645351	10
17627848	10
21487981	10
25218211	10
21891821	10
24792898	10
25681448	10
26313885	10
27727015	10
31139952	10
2805507	10
28130499	10
28751099	10
6979331	10
20383810	10
2567726	10
11147786	10
23417555	10
22486199	10
26369816	10
25385295	10
568753	10
14625084	10
24269238	10
8289087	10
29053775	10
20404306	10
25853421	10
16878136	10
26515692	10
28821687	10
31704547	10
27529445	10
9710049	10
15369748	10
27618742	10
31355310	10
4083983	10
21752599	10
12667661	10
24638064	10
19419759	10
23834174	10
29523169	10
24140010	10
22031530	10
29730972	10
6154439	10
31715502	10
29064315	10
24602691	10
31454774	10
28206827	10
17468449	10
27633800	10
9269127	10
23166786	10
30696729	10
18502611	10
30854978	10
21243937	10
32480326	10
22891033	10
31377418	10
24742170	10
21040581	10
26762671	10
26986782	10
1995651	10
27792005	10
6819759	10
1395937	10
11585639	10
20100627	10
25619173	10
22674961	10
7996708	10
20881276	10
27507559	10
7510098	10
25867466	10
30368080	10
10790769	10
9761453	10
25994655	10
3217112	10
7520919	10
23732617	10
26098690	10
9345467	10
26153164	10
28488184	10
15222688	10
24161625	10
17404521	10
31704454	10
24270187	10
24195574	10
1374422	10
27988845	10
30447891	10
469555	10
23868949	10
29778042	10
23994102	10
24067280	10
2728717	10
10994018	10
27237758	10
22106296	10
15972693	10
31428926	10
21991843	10
12098510	10
8990125	10
11873611	10
23401127	10
23250822	10
28615429	10
31118079	10
10449104	10
21550672	10
27456879	10
26709893	10
29478287	10
10234515	10
22327756	10
26553080	10
15465437	10
1291898	10
19359048	10
16237972	10
23827947	10
7526383	10
3266456	10
10361253	10
135905	10
21623545	10
11886356	10
8356875	10
11240027	10
32500977	10
30040082	10
25903772	10
28857632	10
30470580	10
